position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"ASISTENTE DE SERVICIOS GENERALES
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE DE SERVICIOS GENERALES
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE DE COCINA Y REPOSTERIA
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,12,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,3,"S/. 1,400.00",03/10/2024,17/10/2024
"ARQUITECTO, ANALISTA DE EXPEDIENTES TÉCNICOS
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",03/10/2024,17/10/2024
"ANALISTA DE DATOS
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,000.00",03/10/2024,17/10/2024
"ABOGADO
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",03/10/2024,17/10/2024
"ASISTENTE DE SERVICIOS GENERALES
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CAJABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",03/10/2024,17/10/2024
"TECNICO EN LABORATORIO AMBIENTAL
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CELENDIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,550.00",03/10/2024,17/10/2024
"ESPECIALISTA O  TECNOLOGO EN LABORATORIO AMBIENTAL.
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CELENDIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,000.00",03/10/2024,17/10/2024
"ESPECIALISTA EN LABORATORIO AMBIENTAL
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CELENDIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,000.00",03/10/2024,17/10/2024
"SUBGERENTE DE GESTION INTEGRAL DE RESIDUOS SOLIDOS
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,614.19",03/10/2024,17/10/2024
"SUBGERENTE DE FORMULACIÓN DE PROYECTOS
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,614.19",03/10/2024,17/10/2024
"ESPECIALISTA EN PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,114.19",03/10/2024,17/10/2024
"EJECUTOR COACTIVO
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,614.19",03/10/2024,17/10/2024
"ASISTENTE DE SERVICIOS GENERALES
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE DE INGENIERÍA EN EL ÓRGANO DE CONTROL INSTITUCIONAL
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,314.19",03/10/2024,17/10/2024
"ASISTENTE ADMINISTRATIVO.
",UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",03/10/2024,17/10/2024
"ASISTENTE ADMINISTRATIVO EN EL ORGANO DE CONTROL INSTITUCIONAL
",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA - CHOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,214.19",03/10/2024,17/10/2024
"TÉCNICO NEXUS
",UNIDAD DE GESTION EDUCATIVA,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 2,714.19",02/10/2024,16/10/2024
"ASISTENTE ADMINISTRATIVO ACTAS, CERTIFICADO Y ARCHIVO
",UNIDAD DE GESTION EDUCATIVA,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 1,914.19",02/10/2024,16/10/2024
"COORDINADOR DE INNOVACIÓN Y SOPORTE TECNOLÓGICO
",UNIDAD DE GESTION EDUCATIVA,CAJAMARCA - CALLAYUC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,464.19",02/10/2024,16/10/2024
"TÉCNICO(A) EN LABORATORIO
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 1,200.00",02/10/2024,16/10/2024
"TÉCNICO (A) EN ENFERMERIA
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 1,400.00",02/10/2024,16/10/2024
"OBSTETRA
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,3,"S/. 2,600.00",02/10/2024,16/10/2024
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE
",UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARCOS - UGEL SAN MARCOS,CAJAMARCA - PEDRO GALVEZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-26,1,S/. 002.81,02/10/2024,16/10/2024
"OBSTETRA
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 2,300.00",02/10/2024,16/10/2024
"MÉDICO CIRUJANO(A)
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,3,"S/. 5,000.00",02/10/2024,16/10/2024
"ENFERMERO (A)
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 2,600.00",02/10/2024,16/10/2024
"ENFERMERO (A)
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 2,000.00",02/10/2024,16/10/2024
"BIÓLOGO Y/O TECNÓLOGO MEDICO
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 2,600.00",02/10/2024,16/10/2024
"OBSTETRA
",UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 3,000.00",02/10/2024,16/10/2024
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1166,1,"S/. 1,614.19",01/10/2024,15/10/2024
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1157,1,"S/. 2,914.19",01/10/2024,15/10/2024
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1145,1,"S/. 3,014.19",01/10/2024,15/10/2024
"VIGILANTE
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",01/10/2024,15/10/2024
"TÉCNICO EN REDES
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - SUELOS, PAVIMENTOS Y GEOTECNIA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - SILVICULTURA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - QUÍMICA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - FÍSICA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - ENSAYO Y RESISTENCIA DE MATERIALES
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - BIOLOGÍA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO - ANATOMÍA FISIOLOGÍA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO EN LABORATORIO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"TÉCNICO ADMINISTRATIVO II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"TRABAJADOR DE LIMPIEZA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",01/10/2024,15/10/2024
"SECRETARIA/O
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"SECRETARIA/O
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"SECRETARIA/O
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"NUTRICIONISTA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,500.00",01/10/2024,15/10/2024
"GESTOR DE LA CALIDAD DE SOFTWARE
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,500.00",01/10/2024,15/10/2024
"ESPECIALISTA LEGAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA LEGAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN SISTEMAS DE INFORMACIÓN III
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN REDES Y COMUNICACIONES
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN INCUBADORA DE EMPRESAS
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,500.00",01/10/2024,15/10/2024
"ESPECIALISTA EN GOBIERNO ELECTRÓNICO Y TRANSFORMACIÓN DIGITAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN GESTIÓN AMBIENTAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN ADMINISTRACIÓN
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ENFERMERA/O II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,500.00",01/10/2024,15/10/2024
"AUXILIAR DE ARCHIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",01/10/2024,15/10/2024
"ASISTENTE LEGAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,000.00",01/10/2024,15/10/2024
"ASISTENTE LEGAL
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,000.00",01/10/2024,15/10/2024
"ASISTENTE EN PLANILLAS
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,800.00",01/10/2024,15/10/2024
"ASESOR TÉCNICO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 6,000.00",01/10/2024,15/10/2024
"ANALISTA PROGRAMADOR DE SISTEMAS
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,500.00",01/10/2024,15/10/2024
"ADMINISTRADOR DE SERVICIOS INFORMÁTICOS I
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ABOGADO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ABOGADO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",01/10/2024,15/10/2024
"TÉCNICO ADMINISTRATIVO II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"TESORERO II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,800.00",01/10/2024,15/10/2024
"TECNICO EN BIBLIOTECA I
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"SECRETARIA/O - MESA DE PARTES
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"SECRETARIA/O
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"SECRETARIA/O
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"ESPECIALISTA ADMINISTRATIVO II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 2,500.00",01/10/2024,15/10/2024
"ESPECIALISTA ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,800.00",01/10/2024,15/10/2024
"ASISTENTE EN SERVICIOS INFRAESTRUCTURA I
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 3,000.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 1,400.00",01/10/2024,15/10/2024
"ASESOR II
",UNIVERSIDAD NACIONAL DE JAÉN,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 3,000.00",01/10/2024,15/10/2024
"COORDINADOR/A DE MODULO
",DEFENSORIA DEL PUEBLO,CAJAMARCA - CAJABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-076,1,"S/. 7,500.00",30/09/2024,14/10/2024
"PSICÓLOGO
",UNIDAD DE GESTIÓN EDUCATIVA LOCAL UGEL CAJABAMBA,CAJAMARCA - CAJABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-15,1,"S/. 2,614.19",30/09/2024,14/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA COORDINACIÓN DE INVESTIGACIÓN Y MONOGRAFÍA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN CAJAMARCA - PLAZO DETERMINADO (008639)
",MINISTERIO DE EDUCACION,CAJAMARCA - JESUS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-771,1,"S/. 4,500.00",27/09/2024,11/10/2024
"ESPECIALISTA EN FINANZAS
",UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARCOS - UGEL SAN MARCOS,CAJAMARCA - PEDRO GALVEZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-25,1,"S/. 2,714.19",27/09/2024,11/10/2024
"SECRETARIO/A JUDICIAL
",PODER JUDICIAL,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-024,1,"S/. 2,972.00",27/09/2024,11/10/2024
"ANALISTA DE REGISTRO
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,200.00",27/09/2024,11/10/2024
"RESPONSABLE DE LA UNIDAD DE CONTABILIDAD
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 4,000.00",27/09/2024,11/10/2024
"GESTOR DE UTD
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,3,"S/. 1,200.00",27/09/2024,11/10/2024
"EJECUTOR COACTIVO
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,000.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO - UTD
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,200.00",27/09/2024,11/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) AUXILIAR MONITOR DE SALUD PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN CAJAMARCA - SUPLENCIA TEMPORAL (006510)
",MINISTERIO DE EDUCACION,CAJAMARCA - JESUS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-776,1,"S/. 3,600.00",27/09/2024,11/10/2024
"ASISTENTE LEGAL - CAJAMARCA
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-212,1,"S/. 3,000.00",27/09/2024,11/10/2024
"RESPONSABLE DE LA UNIDAD DE PLANEAMIENTO Y PRESUPUESTO
",SERVICIO DE ADMINISTRACION TRIBUTARIA- CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA UNIDAD TERRITORIAL CAJAMARCA
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-229,1,"S/. 2,500.00",26/09/2024,10/10/2024
"ESPECIALISTA EN CATASTRO
",ZONA REGISTRAL N II - SEDE CHICLAYO,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,200.00",25/09/2024,09/10/2024
"ANALISTA EN SANIDAD ANIMAL-SEGUNDA CONVOCATORIA
",SERVICIO NACIONAL DE SANIDAD AGRARIA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-684,1,"S/. 2,914.19",25/09/2024,09/10/2024
"ASISTENTE ADMINISTRATIVO II
",MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,CAJAMARCA - CONTUMAZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,500.00",25/09/2024,09/10/2024
"COORDINADOR/A DEL SISTEMA DE CONTROL INTERNO
",MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,CAJAMARCA - CONTUMAZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,000.00",25/09/2024,09/10/2024
"JEFE DE LA UNIDAD DE CONTABILIDAD
",MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,CAJAMARCA - CONTUMAZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,800.00",25/09/2024,09/10/2024
