position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"MEDICO EMERGENCIOLO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 9,292.00",09/10/2024,22/10/2024,901a8567-b168-4629-9de1-171119ec32ce
"INGENIERO ELECTRONICO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 6,500.00",09/10/2024,22/10/2024,b0c7db1d-69f1-4b0e-bf8d-d96b3c9cb8ce
"MEDICO CIRUJANO PEDIATRA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 8,812.00",09/10/2024,22/10/2024,6bed542d-398a-46b1-bf54-82491adfb775
"ENFERMERA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,5,"S/. 5,149.00",09/10/2024,22/10/2024,4a559944-99ac-45ac-990e-bd9fe17d6027
"NUTRICIONISTA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 5,149.00",09/10/2024,22/10/2024,74d615cb-3687-414f-a80e-2e1b2fcdd018
"PROFESIONAL PARA PLATAFORMA DE ATENCION AL USUARIO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 4,500.00",09/10/2024,22/10/2024,e796650f-0731-4722-8402-10778f737670
"MEDICO FISICO Y REHABILITACION
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 8,812.00",09/10/2024,22/10/2024,0d3bb921-f940-4f2e-b2d9-c16a2db3c7a8
"MEDICO GASTROENTEROLOGO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 8,812.00",09/10/2024,22/10/2024,4710abf9-eba6-4074-9022-c6b40808b171
"MEDICO PEDIATRIA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 8,812.00",09/10/2024,22/10/2024,33205bff-617c-42a2-909b-103fe4adf571
"TELESALUD - ENFERMERA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,900.00",09/10/2024,22/10/2024,7307156a-6836-47bc-9040-2ad16023d4ff
"TECNICO EN ENFERMERIA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 2,920.00",09/10/2024,22/10/2024,1e18cbd2-d91f-42e9-8be0-e5e72d565c6e
"PILOTO DE AMBULANCIA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 3,000.00",09/10/2024,22/10/2024,e1ac4bec-7968-471c-b0de-3cfd8fc52cb7
"OBSTETRA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 2,900.00",09/10/2024,22/10/2024,98730fe5-11c1-48e7-b822-06954a480e66
"MEDICO TRAUMATOLOGO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 8,812.00",09/10/2024,22/10/2024,3f24cca1-3022-4712-a21b-e7f19625d9b3
"MEDICO ANESTESIOLOGO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,4,"S/. 7,300.00",09/10/2024,22/10/2024,b29f790f-cd95-4e31-91c9-799bc6671bcb
"MEDICO  - AUDITOR
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 5,200.00",09/10/2024,22/10/2024,64d1696b-8912-4f41-a99e-6c2cf69c11e3
"MEDICO
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 5,200.00",09/10/2024,22/10/2024,175a3351-3b78-4aec-8594-b31dfeb1805c
"TECNOLOGO MEDICO EN RADIOLOGIA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 5,149.00",09/10/2024,22/10/2024,004c4671-1831-4332-b4d3-8f6f92ab8693
"TECNICO EN RADIOLOGIA
",HOSPITAL DE APOYO DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,800.00",09/10/2024,22/10/2024,bc39f908-4c24-457b-bc08-2bf379b47abf
"PSICÓLOGO
",UNIDAD DE GESTION EDUCATIVA LOCAL DE CHULUCANAS,PIURA - CHULUCANAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-015,1,"S/. 2,614.19",07/10/2024,21/10/2024,3154c8a6-5e03-4d9d-83e8-cb29d26515e8
"CONDUCTOR PARA LA OFICINA SANITARIA  DESCONCENTRADA DE SECHURA
",ORGANISMO NACIONAL DE SANIDAD PESQUERA (SANIPES),PIURA - SECHURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 1,800.00",04/10/2024,18/10/2024,e968fd84-7955-49e0-aa9d-4351595217ad
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,PIURA - CASTILLA,728-028,1,"S/. 5,051.11",04/10/2024,18/10/2024,183e282d-2290-4352-8097-09510f1d9ad8
"ESPECIALISTA DE PROCESOS ADMINISTRATIVOS DISCIPLINARIOS
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TALARA,PIURA - PARIÑAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-027,1,"S/. 3,000.00",03/10/2024,17/10/2024,5cfb9716-db52-43c1-826f-1ded5b10b5c8
"SECRETARIA GENERAL (ASISTENTE ADMINISTRATIVO)
",MUNICIPALIDAD DISTRITAL DE CANCHAQUE,PIURA - CANCHAQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0003,1,"S/. 1,500.00",02/10/2024,16/10/2024,e7ba7f36-13ba-49da-b882-69dd62146b66
"UNIDAD DE RR.HH.  (JEFE DE UNIDAD)
",MUNICIPALIDAD DISTRITAL DE CANCHAQUE,PIURA - CANCHAQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0003,1,"S/. 4,000.00",02/10/2024,16/10/2024,bac406ca-a97f-4d43-9563-ebee0bf83014
"ARQUITECTO/INGENIERO
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,PIURA - PIURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-291,1,"S/. 3,000.00",02/10/2024,16/10/2024,9cbd2f05-146a-4e76-90cf-b5e2bc71da53
"ABOGADO/A - SUNARP
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-271,1,"S/. 4,000.00",02/10/2024,16/10/2024,6bc08347-eb80-453d-9baa-62169c35db70
"AUXILIAR LEGAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-040,1,"S/. 3,150.00",02/10/2024,16/10/2024,74255b73-1376-45a7-8355-f3bb035d59f5
"ASISTENTE JURISDICCIONAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,728-003,1,"S/. 4,710.00",02/10/2024,16/10/2024,51b7de8f-5f2a-47ea-931f-1f399a32eeb6
"ASESORIA JURIDICA (ASISTENTE ADMINISTRATIVO)
",MUNICIPALIDAD DISTRITAL DE CANCHAQUE,PIURA - CANCHAQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0003,1,"S/. 2,000.00",02/10/2024,16/10/2024,9f518982-ba9c-4cf4-a8c5-01fb21d1b6f3
"GESTOR LOCAL PARA LA UNIDAD TERRITORIAL PIURA
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-237,1,"S/. 2,000.00",01/10/2024,15/10/2024,19a5cc7f-abd2-4e09-926a-9b0839496407
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 2,972.00",01/10/2024,15/10/2024,42d02e64-983f-4371-b0bd-10eff1d3f444
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 2,972.00",01/10/2024,15/10/2024,3f62f440-1c64-4018-bbbe-ea8f4d122d97
"AUXILIAR LEGAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 3,150.00",01/10/2024,15/10/2024,d683cf73-c9cd-4a7e-bcce-1e48d2684838
"ASISTENTE LEGAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 4,000.00",01/10/2024,15/10/2024,848bcde6-1723-49bb-aa75-ff86261f9e93
"ESPECIALISTA EN ELABORACIÓN DE INSTRUMENTOS  DE GESTIÓN
",DIRECCION REGIONAL AGRARIA PIURA,PIURA - CASTILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 3,375.00",01/10/2024,15/10/2024,94166295-df8a-4575-a44d-002c09f068a9
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,PIURA - CASTILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1174,1,"S/. 1,614.19",01/10/2024,15/10/2024,ce110c9c-30b2-4498-96f6-46a09c73b8fd
"COORDINDOR REGIONAL UBO PIURA
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",PIURA - VEINTISEIS DE OCTUBRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-446,1,"S/. 8,000.00",01/10/2024,15/10/2024,ea22391b-5ce4-4db2-a71e-2bdc3b8a6671
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE TESORERÍA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,d08fb8a6-edc3-4ef8-b0ad-086f6079293b
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE IMAGEN INSTITUCIONAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,4dd3d858-510b-4982-9085-9b5fea100fcb
"ENCARGADO DE ALMACEN MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,2ca9ffe2-8a23-4a98-a24c-a45b77c3035e
"ENCARGADO DE FISCALIZACIÓN MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024,ad3c03ff-8318-402f-944f-9a5ed344d172
"ENCARGADO DE LA DIVISIÓN DE ALEGRA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,7afb1c87-7ab4-4354-bfb6-2833766f385f
"ENCARGADO DE LA DIVISIÓN DE BIENESTAR SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,82b44eb7-ee63-4342-b7e1-cf0e6337f609
"ENCARGADO DE LA DIVISIÓN DE COMERCIALIZACIÓN Y PROMOCIÓN DE LA MYPE
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,4a8baef9-0907-4c82-bc32-8e188de9d1be
"ENCARGADO DE LA DIVISIÓN DE DEMUNA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,f4239ec4-e5ea-434c-8499-08e55bda5b9d
"ENCARGADO DE LA DIVISIÓN DE MAQUINARIA Y EQUIPO
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,deb66705-2542-40cc-842e-61c698e6ee08
"ENCARGADO DE LA DIVISIÓN DE OMAPED
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,f8ebcc07-da76-4771-884c-b3c84e55e410
"ENCARGADO DE LA OFICINA DE DESARROLLO SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024,7f685e5e-a903-42f4-825d-a46743ade9e5
"ENCARGADO DE LA OFICINA DE LOGISTICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,500.00",30/09/2024,14/10/2024,f88d8d2d-0429-4f1f-849b-caaf2190ff0c
"ENCARGADO DE LA OFICINA DE RENTAS Y TRIBUTACIÓN
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024,7ed575b8-d01e-4383-8b3f-664cc98c167c
"ENCARGADO DE LA OFICINA DE SUPERVISIÓN Y LIQUIDACIÓN DE OBRAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024,b3659e76-d69f-499d-96cd-d8a2cf3f5830
"ESPECIALISTA DE SEGURIDAD CIUDADANA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024,14347059-e78c-4128-8e05-21bdd1382bca
"ESPECIALISTA EN GESTIÓN DE PROYECTOS Y OBRAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,500.00",30/09/2024,14/10/2024,9c0c208d-e6b8-448e-867a-8b7a76b0c173
"APOYOS ADMINISTRATIVOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,40,"S/. 2,000.00",30/09/2024,14/10/2024,66f2a8a2-c06d-4ea0-8b70-90d8e0e95ffc
"ASISTENTE ADMINISTRATIVO PARA LA DIVISIÓN DE BIENESTAR SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,8c54648a-4d86-4653-b3a5-fc9299af48bc
"ASISTENTE ADMINISTRATIVO PARA LA DIVISIÓN DE GESTIÓN AMBIENTAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,669dc8ac-b3d5-4a4a-b7c1-b95a4aafe747
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA DE ASESORÍA JURÍDICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,5114b7f5-c32a-4dc7-b6de-d38190e94c7a
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA DE PLANEAMIENTO Y PRESUPUESTO
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,2c5a55e9-e44b-4b17-af54-e89faed7d974
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,55614699-7731-41b7-9149-e688bb61a3f2
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE CATASTRO Y CIRCULACIÓN VIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,1eb2962d-9715-4315-91a2-51dd083a82a2
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE FISCALIZACIÓN
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,ba2bf3f2-37a8-4421-8ad3-cb3807eaf78c
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE RENTAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,4b2825d4-9822-4270-8372-71858ebf1b0d
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE RECURSOS HUMANOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,ac30d2f0-f63d-4c1d-a1a9-aab71211a914
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE LOGÍSTICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024,3673fcbc-6b07-4d25-bfac-9b7a9aee0e5a
"ASISTENTE DE PROCESOS ADMINISTRATIVOS DISCIPLINARIOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024,8396835f-a339-4025-95f0-f15881c68d60
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,800.00",27/09/2024,11/10/2024,9aae4395-cb37-43f4-a2de-6a45594eb5bf
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,666ae364-25e3-4ad2-80bd-bdc7d9611727
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,f78c5d89-6cea-4fb6-9992-259d9c9397b1
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,b359cfae-14c3-4296-b13f-d8b2f8ea895f
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,e4763fc5-8e9f-4c27-9808-13f124aaaaa6
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,e106e37c-ce06-4d9b-9d71-ea9c3710513d
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,e2ca99d7-48a4-4d59-a70c-4a9ae3a5f9b0
"AUXILIAR COACTIVO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,900.00",27/09/2024,11/10/2024,5351c822-cabd-40fb-9c56-94c27c41f5b5
"CHOFER I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 1,700.00",27/09/2024,11/10/2024,5720038d-af85-42aa-a8e2-c473c74f5bc5
"COORDINADOR DE CONTROL MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",27/09/2024,11/10/2024,a0d5f64b-f320-43b9-a5f7-c3fb621a0508
"COORDINADOR DE RECURSOS HUMANOS
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 3,000.00",27/09/2024,11/10/2024,33b47b1c-cdee-4323-9c8d-8cc2d68b157e
"COORDINADOR DE TECNOLOGÍAS DE LA INFORMACIÓN
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,300.00",27/09/2024,11/10/2024,b58ba570-0497-4e02-afdc-c63880581c4b
"COORDINADOR DE TRÁNSITO, VIABILIDAD Y TRANSPORTE PUBLICO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,000.00",27/09/2024,11/10/2024,89b881aa-27c8-43fc-88ef-fa3fa098bfcc
"FISCALIZADOR MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,a90b158e-bae6-4f5c-b529-3d7339e20839
"FISCALIZADOR TRIBUTARIO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,300.00",27/09/2024,11/10/2024,3be7523a-e026-4243-8066-d6b103416e37
"SECRETARIO (A)
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,1102fed3-8d0d-4f91-b415-7761b4391e9b
"ABOGADO/A
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-262,1,"S/. 4,000.00",27/09/2024,11/10/2024,d2ec9396-5b04-45a6-96f8-12df31b4eb83
"ADMINISTRADOR/A
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 7,800.00",27/09/2024,11/10/2024,dca0b756-f7bb-4d35-bbcd-fe3482004e0c
"ASISTENTE DE CUSTODIA Y GRABACIÓN
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,2,"S/. 4,000.00",27/09/2024,11/10/2024,d748431e-f68d-4895-bd76-88b44f016265
"ASISTENTE EN COMUNICACIONES
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 4,000.00",27/09/2024,11/10/2024,7dcd0edb-84f5-4a51-a5a4-d07098009edd
"AUXILIAR ADMINISTRATIVO
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-037,1,"S/. 2,212.00",27/09/2024,11/10/2024,d90b2889-2d7f-4b6b-9a0f-81554e1c5a0a
