position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"ASISTENTE JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - SAPOSOA,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,043ca339-06df-4708-8c55-3d7036fa6b52
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - LAMAS,728-004,2,"S/. 5,670.00",03/10/2024,17/10/2024,90192d2d-559b-40e0-a966-271c8f4d4fb5
"ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - LAMAS,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,a8befec5-37b4-470b-8df1-68c0b9c483f0
"ASISTENTE JURISDIC.DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - LAMAS,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,e7949bbd-d9b5-4dfc-a7c4-0bf2730e1f9d
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,039484cf-1eef-4743-a522-c0d483457e7b
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,6639b236-973d-4145-bdb4-9b0c6e733abd
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,85751f5d-8cfc-4d7a-b86d-714b2a2b3f2e
"SECRETARIO DE SALA
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 6,931.00",03/10/2024,17/10/2024,8b9bcc53-af0e-4d04-b2ca-a607c0b7dfcc
"RELATOR I
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 6,931.00",03/10/2024,17/10/2024,ac0f4ee4-18cd-4909-a72d-659784cb85be
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,2,"S/. 5,670.00",03/10/2024,17/10/2024,c3f7c744-7061-414e-ad50-2c8ada4c6d4a
"ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,5416765a-c1ad-4a4d-b9ed-88a6b03521bc
"AUXILIAR JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-004,1,"S/. 3,590.00",03/10/2024,17/10/2024,eb7334cc-dd1d-4a88-b533-0afb2f590713
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - RIOJA,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,ac25b2f9-7a62-4efd-8490-05302323ea2d
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,e7e9f966-609c-4112-9aeb-8438c96ab0d7
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,b58db77b-3954-490c-9881-14538b0350d2
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,db2d80dc-4e0f-44a9-8930-0f6c812216ee
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,b073b29d-1364-471b-ac75-afacdd1c5d11
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,b1c53181-d307-4094-8c2b-41c1c68742ee
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,8ad36a35-c656-4814-a57d-2eee85288a8d
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,3,"S/. 5,670.00",03/10/2024,17/10/2024,e20e110d-9434-4a25-936d-2e0baede384d
"ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,949ba31e-7103-42ef-8570-7c9ba3335f28
"ASISTENTE JURISDIC.DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,2,"S/. 4,710.00",03/10/2024,17/10/2024,1e326f89-60c9-4667-b8d4-534461ad9ae0
"ASISTENTE JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,1024b347-371d-4f10-af71-4520831c0a4a
"ASISTENTE JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,a591297c-8d94-4622-b2bc-4debd6223073
"ASISTENTE EN SERVICIOS ADMINISTRATIVOS
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,728-004,1,"S/. 4,210.00",03/10/2024,17/10/2024,d9f1a5a8-5664-42cb-8077-71b0d1f12649
"AUXILIAR DE LOGISTA Y OPERADOR DE COMUNICACIONES
",INSTITUTO NACIONAL DE DEFENSA CIVIL,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-312,1,"S/. 2,200.00",03/10/2024,17/10/2024,6abaf84a-9250-4d45-aff7-b3828082fdca
"SECRETARIO/A JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TOCACHE,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,fcf8306f-3794-46a3-b432-71303f576079
"ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TOCACHE,728-004,1,"S/. 5,670.00",03/10/2024,17/10/2024,0ac602e4-f34f-4ccf-929f-a66c3a87f652
"AUXILIAR JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TOCACHE,728-004,1,"S/. 3,590.00",03/10/2024,17/10/2024,25777aff-75fa-487f-8ba5-90be6e2b1cc1
"ASISTENTE JURISDICIONAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TOCACHE,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,06d05e88-b413-4de3-869c-ae0fba4ab14e
"ASISTENTE JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - PICOTA,728-004,1,"S/. 4,710.00",03/10/2024,17/10/2024,4cfdab60-4ebe-4e2a-8532-482533ae9032
"INGENIERO ELECTRONICO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 7,114.19",02/10/2024,16/10/2024,a8c2005f-a8c1-4b3c-8225-5d6318141dbe
"LICENCIADO(A) EN ENFERMERIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,12,"S/. 3,014.19",02/10/2024,16/10/2024,a224d201-72e8-47e0-b199-43b8a47e690f
"ASISTENTE ADMINISTRATIVO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,114.19",02/10/2024,16/10/2024,006c2e20-0b73-425a-92f4-aa6e4e20d07a
"CAJERO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 2,414.19",02/10/2024,16/10/2024,e400104b-e110-48e1-99b4-cdb61dfdecb3
"UN (01) ESPECIALISTA DE LA UNIDAD TERRITORIAL DE SAN MARTIN
",FONDO DE SALUD PARA LA POLICIA NACIONAL,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-63,1,"S/. 9,000.00",02/10/2024,16/10/2024,ac1e20b7-b830-448f-be09-a1784dc9c02f
"EVALUADOR/A TÉCNICO
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-247,1,"S/. 4,500.00",02/10/2024,16/10/2024,66b93613-2165-4c5d-b620-0485083923b8
"ESPECIALISTA EN TRANSFERENCIA TECNOLÓGICA
",INSTITUTO TECNOLOGICO DE LA PRODUCCION,SAN MARTIN - LA BANDA DE SHILCAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-062,1,"S/. 6,700.00",02/10/2024,16/10/2024,a6a92f44-fc2f-4cd3-b583-4cf170429386
"TECNOLOGO MEDICO EN LABORATORIO CLINICO Y/O PATOLOGÍA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 3,014.19",02/10/2024,16/10/2024,e72b1155-36f2-4b91-b2f0-653a2bed5cb8
"CONDUCTOR DE AMBULANCIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,214.19",02/10/2024,16/10/2024,a0923685-f6cd-4246-9e67-71953b0869ae
"TECNICO(A) EN ENFERMERIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,5,"S/. 1,914.19",02/10/2024,16/10/2024,3e1d5d46-f45c-4a97-887f-602a600c6b32
"TECNICO EN COMPUTACION
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,214.19",02/10/2024,16/10/2024,3cc171ea-d89e-4354-8522-21da54a89b31
"OBSTETRA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,014.19",02/10/2024,16/10/2024,f8940d03-655f-4735-9875-e45df6d2339d
"MEDICO INTERNISTA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 9,114.19",02/10/2024,16/10/2024,7d8cdc05-79c3-428f-a4d6-dab73e787e5c
"MEDICO ESPECIALISTA / PEDIATRIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 7,414.19",02/10/2024,16/10/2024,7912fd82-85d1-45f5-bf63-a4714d673330
"MEDICO ESPECIALISTA / GINECOLOGIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 7,414.19",02/10/2024,16/10/2024,7da4ad32-37bd-4564-a97a-5d5b74600779
"MEDICO ESPECIALISTA / ANESTESIOLOGÍA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,3,"S/. 7,414.19",02/10/2024,16/10/2024,29bf35db-19e4-43c5-a92b-89a82b997017
"MEDICO CIRUJANO ESPECIALISTA EN CIRUGIA GENERAL
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,3,"S/. 8,324.19",02/10/2024,16/10/2024,a9e311d9-291a-44ab-982c-71e06d95dcac
"MEDICO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,15,"S/. 5,314.19",02/10/2024,16/10/2024,35604f55-bee2-4f9c-a76d-520a5d8e2e33
"INGENIERO(A) SANITARIO(A)
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,014.19",02/10/2024,16/10/2024,984c3605-4bb6-4093-9533-e1e520ca82df
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - SAN JOSE DE SISA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1143,1,"S/. 3,014.19",01/10/2024,15/10/2024,88da5719-f9d7-4389-b3b6-0ccff18e9c5b
"PERSONAL DE LIMPIEZA Y MANTENIMIENTO
",UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 1,264.19",01/10/2024,15/10/2024,e8969cd9-ff02-4c62-89e1-61a21be688b5
"COORDINADOR(A) DE INNOVACIÓN Y SOPORTE  TECNOLÓGICO
",UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,464.19",01/10/2024,15/10/2024,bdb353e4-b97a-4a20-847f-58d349801f07
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1135,1,"S/. 2,614.19",01/10/2024,15/10/2024,8d66a260-4556-4a51-9942-e21a8d45b5db
"ESPECIALISTA DE CONVIVENCIA ESCOLAR DE LA UGEL
",UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - PICOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,614.19",30/09/2024,14/10/2024,bcc48952-f536-46df-bc29-4f3c0a063ae4
"PERSONAL DE LIMPIEZA Y MANTENIMIENTO
",UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - TRES UNIDOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,264.19",30/09/2024,14/10/2024,6fbf53ae-b204-4b53-8050-6c8d72be83d6
"EDUCADOR DE CALLE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 2,500.00",11/10/2024,24/10/2024,b99320f0-0552-49c4-bfd0-7e51764fe9b3
"PSICOLOGO(A) I
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,037dfaeb-532e-4394-9561-5cee0246e3a9
"CONDUCTOR DE VEHICULOS
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - YARINACOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 1,800.00",11/10/2024,24/10/2024,97ca38fb-a555-4585-8860-3681f7b4cd6b
"TRABAJADOR(A) SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - YARINACOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,3d0a6094-5284-40ad-8cc2-87e817ba5c22
"PSICOLOGO(A) I
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - YARINACOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,7b211892-667f-4bdb-93f3-f82447d71802
"ESPECIALISTA EN SEMILLA Y PRODUCCION VEGETAL
",INSTITUTO NACIONAL DE INNOVACION AGRARIA,UCAYALI - CALLERIA,728-031,1,"S/. 3,400.00",10/10/2024,23/10/2024,94f78bdc-a88c-41a7-94f1-5fc478db8ee2
"GESTOR DE TRÁMITES
",SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-238,1,"S/. 2,500.00",09/10/2024,22/10/2024,8c21468d-64dd-4ea7-95e0-b4a55da88368
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - YARINACOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,bf4e1e45-dad4-40a5-ae4f-d3b117f21a03
"ASISTENTE DE TUTORÍA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,UCAYALI - YARINACOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,10,"S/. 2,000.00",09/10/2024,22/10/2024,eb0e2786-6f24-4b27-a823-538c899a43ac
"AGENTE DE PROTECCIÓN
",MINISTERIO DE CULTURA,UCAYALI - YURUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-230,1,"S/. 1,714.19",09/10/2024,22/10/2024,9ff6bf3d-0195-4381-88aa-e8feece684d2
"AGENTE DE SEGURIDAD
",UNIDAD EJECUTORA PROGRAMA NACIONAL DE CENTROS JUVENILES-PRONACEJ,UCAYALI - MANANTAY,D.LEG 1057 - DETERMINADO (SUPLENCIA)-029,1,"S/. 1,414.19",09/10/2024,22/10/2024,4733799e-d64d-46dc-8c06-d43feb6915f8
"TECNICO NECROPSIADOR
",INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,UCAYALI - CALLERIA,728-37,2,"S/. 3,701.11",07/10/2024,21/10/2024,3568e034-895e-44db-b336-9864ca4f01b9
"RESPONSABLE CONTROL FORESTAL  ATALAYA
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - RAYMONDI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,91fea05f-55f4-4650-9b7d-cde208c7d27f
"SUPERVISOR/A  DE CONSECIONES FORESTALES - PADRE ABAD
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - PADRE ABAD,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 4,000.00",03/10/2024,17/10/2024,f41532d5-bafb-4040-8ab4-e5826076069c
"TECNICO ADMINISTRATIVO III
",DIRECCION REGIONAL SECTORIAL DE TRANSPORTES Y COMUNICACIONES - UCAYALI,UCAYALI - CALLERIA,276-03,1,"S/. 2,273.67",03/10/2024,17/10/2024,12a67e4b-d70c-43d1-ab24-45a4ddae526d
"TECNICO/A  FORESTAL DE MANEJO FORESTAL COMUNITARIO   - CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 3,179.19",03/10/2024,17/10/2024,e9826a80-f51b-4efd-bbbb-561e02e973e3
"TECNICO/A  FORESTAL DE INDUSTRIAS FORESTALES  - CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,179.19",03/10/2024,17/10/2024,c91d5c33-b771-4e88-86a5-8057cf61a79c
"SUPERVISOR/A INDUSTRIAS FORESTALES CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 4,000.00",03/10/2024,17/10/2024,0894077e-2cd5-4dd4-975b-ac1a91839461
"SUPERVISOR/A FORESTAL  DE TRANSFERENCIA DE PRODUCTOS  FORESTALES MADERABLES Y NO MADERABLES CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,b7cf3a6c-150e-469f-9552-6021eb6e2646
"SUPERVISOR/A FORESTAL  DE PERMISOS Y AUTORIZACIONES FORESTALES - CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,99e18a40-636f-4017-8e6c-0c4987107fcb
"SUPERVISIOR TALA ILEGAL CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 4,000.00",03/10/2024,17/10/2024,9dc8dcc3-487f-479a-a9fa-8989a8934363
"SUPERVISOR/A FORESTAL DE MANEJP FORESTAL COMUNITARIO - CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 4,000.00",03/10/2024,17/10/2024,0d217663-5317-405e-8219-3c0845acc458
"SUPERVISOR/A  DE CONSECIONES FORESTALES - CORONEL PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,a415a66a-26b9-4232-baaf-b59a82149d24
"RESPONSABLE CONTROL FORESTAL  CORONEL  PORTILLO
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,3,"S/. 4,000.00",03/10/2024,17/10/2024,3f8d281a-470e-4f38-a873-48bdbce2a247
"ESPECIALISTA EN GESTION FORESTAL Y DE FAUNA SILVESTRE
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,500.00",03/10/2024,17/10/2024,b93e2bd8-46fc-4ff6-80f4-11cdf4b70679
"ESPECIALISTA  LEGAL - PADRE ABAD
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - RAYMONDI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,b950681b-d82d-41e3-9bd5-a646c4c35711
"TECNICO(A) ADMINISTRATIVO
",DIRECCION REGIONAL DE EDUCACION DE UCAYA,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-009,1,"S/. 1,414.19",03/10/2024,17/10/2024,042a7280-8f23-40a8-963e-94536d21b175
"SUPERVISOR/A  DE CONSECIONES FORESTALES - ATALAYA
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - RAYMONDI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,000.00",03/10/2024,17/10/2024,658b0411-a3d6-4557-bca7-2a52d73bc0b5
"RESPONSABLE CONTROL FORESTAL  PADRE ABAD
",GOBIERNO REGIONAL DE UCAYALI,UCAYALI - PADRE ABAD,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 4,000.00",03/10/2024,17/10/2024,886bfcd3-29a5-4fcd-9c68-6ece349ab592
"OPERADOR EN TOPOGRAFIA
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,UCAYALI - CALLERIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-287,1,"S/. 2,200.00",02/10/2024,16/10/2024,48faad3c-6ccd-4d2e-bacd-71aea31fe1ba
"ESPECIALISTA DE TESORERIA
",MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI - SEPAHUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 5,000.00",02/10/2024,16/10/2024,784c9a14-700f-46ad-bdc6-f14404a49d5d
"ANALISTA DE ADMINISTRACION
",MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI - SEPAHUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 4,000.00",02/10/2024,16/10/2024,0413a830-d715-49c9-ae4f-159c3e225397
"ANALISTA DE ADMINISTRACION
",MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI - SEPAHUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 4,000.00",02/10/2024,16/10/2024,61896427-59cc-4c88-b9e8-81ebdd37741b
"ANALISTA DE ASESORIA JURÍDICA
",MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI - SEPAHUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 4,500.00",02/10/2024,16/10/2024,099b8edc-af16-49cf-9f05-1bdca4855aa9
"ANALISTA DE ATENCIÓN AL CIUDADANO Y GESTIÓN DOCUMENTAL
",MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI - SEPAHUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 4,500.00",02/10/2024,16/10/2024,0f256475-5bbe-4bd5-9347-728319e79b53
