position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"GESTOR LOCAL PARA LA UNIDAD TERRITORIAL PIURA
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-237,1,"S/. 2,000.00",01/10/2024,15/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 2,972.00",01/10/2024,15/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 2,972.00",01/10/2024,15/10/2024
"AUXILIAR LEGAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 3,150.00",01/10/2024,15/10/2024
"ASISTENTE LEGAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 4,000.00",01/10/2024,15/10/2024
"ESPECIALISTA EN ELABORACIÓN DE INSTRUMENTOS  DE GESTIÓN
",DIRECCION REGIONAL AGRARIA PIURA,PIURA - CASTILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 3,375.00",01/10/2024,15/10/2024
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,PIURA - CASTILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1174,1,"S/. 1,614.19",01/10/2024,15/10/2024
"COORDINDOR REGIONAL UBO PIURA
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",PIURA - VEINTISEIS DE OCTUBRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-446,1,"S/. 8,000.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE TESORERÍA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE FISCALIZACIÓN
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE IMAGEN INSTITUCIONAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE LOGÍSTICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE RECURSOS HUMANOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE RENTAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA DIVISIÓN DE BIENESTAR SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA DIVISIÓN DE GESTIÓN AMBIENTAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"APOYOS ADMINISTRATIVOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,40,"S/. 2,000.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA DE ASESORÍA JURÍDICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA GERENCIA DE PLANEAMIENTO Y PRESUPUESTO
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ESPECIALISTA EN GESTIÓN DE PROYECTOS Y OBRAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,500.00",30/09/2024,14/10/2024
"ESPECIALISTA DE SEGURIDAD CIUDADANA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA OFICINA DE SUPERVISIÓN Y LIQUIDACIÓN DE OBRAS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024
"ENCARGADO DE LA OFICINA DE RENTAS Y TRIBUTACIÓN
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024
"ENCARGADO DE LA OFICINA DE LOGISTICA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA OFICINA DE DESARROLLO SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE OMAPED
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE MAQUINARIA Y EQUIPO
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE DEMUNA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE COMERCIALIZACIÓN Y PROMOCIÓN DE LA MYPE
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE BIENESTAR SOCIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE LA DIVISIÓN DE ALEGRA
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ENCARGADO DE FISCALIZACIÓN MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",30/09/2024,14/10/2024
"ENCARGADO DE ALMACEN MUNICIPAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,500.00",30/09/2024,14/10/2024
"ASISTENTE DE PROCESOS ADMINISTRATIVOS DISCIPLINARIOS
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE CATASTRO Y CIRCULACIÓN VIAL
",MUNICIPALIDAD PROVINCIAL HUANCABAMBA,PIURA - HUANCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,2,"S/. 2,500.00",30/09/2024,14/10/2024
"ABOGADO/A
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-262,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ADMINISTRADOR/A
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 7,800.00",27/09/2024,11/10/2024
"ASISTENTE DE CUSTODIA Y GRABACIÓN
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,2,"S/. 4,000.00",27/09/2024,11/10/2024
"ASISTENTE EN COMUNICACIONES
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 4,000.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-037,1,"S/. 2,212.00",27/09/2024,11/10/2024
"ESPECIALISTA JUDICIAL
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,8,"S/. 4,750.00",27/09/2024,11/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,14,"S/. 4,750.00",27/09/2024,11/10/2024
"PERSONAL DE SEGURIDAD
",CORTE SUPERIOR DE JUSTICIA DE PIURA,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,6,"S/. 1,950.00",27/09/2024,11/10/2024
"TRABAJADOR DE SERVICIO III
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TALARA,PIURA - PARIÑAS,276-026,1,S/. 786.00,27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,800.00",27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"SECRETARIO (A)
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"FISCALIZADOR TRIBUTARIO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,300.00",27/09/2024,11/10/2024
"FISCALIZADOR MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"COORDINADOR DE TRÁNSITO, VIABILIDAD Y TRANSPORTE PUBLICO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,000.00",27/09/2024,11/10/2024
"COORDINADOR DE TECNOLOGÍAS DE LA INFORMACIÓN
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,300.00",27/09/2024,11/10/2024
"COORDINADOR DE RECURSOS HUMANOS
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 3,000.00",27/09/2024,11/10/2024
"COORDINADOR DE CONTROL MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",27/09/2024,11/10/2024
"CHOFER I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 1,700.00",27/09/2024,11/10/2024
"AUXILIAR COACTIVO
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,900.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO I
",MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA - MARCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024
"DEFENSOR PÚBLICO DE DEFENSA DE VICTIMAS PARA EL MÓDULO DE FLAGRANCIA DELICTIVA DE LA DIRECCION GENERAL DE DEFENSA PUBLICA Y ACCESO A LA JUSTICIA (SULLANA)
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-844,1,"S/. 7,114.19",26/09/2024,10/10/2024
"OPERADOR NEXUS
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TALARA,PIURA - PARIÑAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-025,1,"S/. 1,914.19",26/09/2024,10/10/2024
"ESPECIALISTA DE LA UNIDAD TERRITORIAL DE PIURA
",FONDO DE SALUD PARA LA POLICIA NACIONAL,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-44,1,"S/. 9,000.00",20/09/2024,03/10/2024
"UN/A (01) TRABAJADOR/A SOCIAL CEM COMISARIA SUYO -PIURA
",PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,PIURA - SUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-496,1,"S/. 4,000.00",20/09/2024,03/10/2024
"TÉCNICO III
",DEFENSORIA DEL PUEBLO,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-64,1,"S/. 2,800.00",19/09/2024,02/10/2024
"ESPECIALISTA EN RECURSOS HUMANOS
",UNIDAD DE GESTION EDUCATIVA LOCAL DE AYABACA,PIURA - AYABACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,500.00",19/09/2024,02/10/2024
"MEDICO ESPECIALISTA / GINECOLOGIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 7,414.19",02/10/2024,16/10/2024
"MEDICO ESPECIALISTA / PEDIATRIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 7,414.19",02/10/2024,16/10/2024
"CAJERO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 2,414.19",02/10/2024,16/10/2024
"ASISTENTE ADMINISTRATIVO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,114.19",02/10/2024,16/10/2024
"UN (01) ESPECIALISTA DE LA UNIDAD TERRITORIAL DE SAN MARTIN
",FONDO DE SALUD PARA LA POLICIA NACIONAL,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-63,1,"S/. 9,000.00",02/10/2024,16/10/2024
"LICENCIADO(A) EN ENFERMERIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,12,"S/. 3,014.19",02/10/2024,16/10/2024
"INGENIERO(A) SANITARIO(A)
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,014.19",02/10/2024,16/10/2024
"INGENIERO ELECTRONICO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 7,114.19",02/10/2024,16/10/2024
"EVALUADOR/A TÉCNICO
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-247,1,"S/. 4,500.00",02/10/2024,16/10/2024
"ESPECIALISTA EN TRANSFERENCIA TECNOLÓGICA
",INSTITUTO TECNOLOGICO DE LA PRODUCCION,SAN MARTIN - LA BANDA DE SHILCAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-062,1,"S/. 6,700.00",02/10/2024,16/10/2024
"MEDICO
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,15,"S/. 5,314.19",02/10/2024,16/10/2024
"MEDICO CIRUJANO ESPECIALISTA EN CIRUGIA GENERAL
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,3,"S/. 8,324.19",02/10/2024,16/10/2024
"MEDICO INTERNISTA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 9,114.19",02/10/2024,16/10/2024
"OBSTETRA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,014.19",02/10/2024,16/10/2024
"TECNICO EN COMPUTACION
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,214.19",02/10/2024,16/10/2024
"TECNICO(A) EN ENFERMERIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,5,"S/. 1,914.19",02/10/2024,16/10/2024
"CONDUCTOR DE AMBULANCIA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,214.19",02/10/2024,16/10/2024
"TECNOLOGO MEDICO EN LABORATORIO CLINICO Y/O PATOLOGÍA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 3,014.19",02/10/2024,16/10/2024
"MEDICO ESPECIALISTA / ANESTESIOLOGÍA
",OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,3,"S/. 7,414.19",02/10/2024,16/10/2024
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - TOCACHE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1135,1,"S/. 2,614.19",01/10/2024,15/10/2024
"COORDINADOR(A) DE INNOVACIÓN Y SOPORTE  TECNOLÓGICO
",UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,464.19",01/10/2024,15/10/2024
"PERSONAL DE LIMPIEZA Y MANTENIMIENTO
",UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 1,264.19",01/10/2024,15/10/2024
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - SAN JOSE DE SISA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1143,1,"S/. 3,014.19",01/10/2024,15/10/2024
"ESPECIALISTA DE CONVIVENCIA ESCOLAR DE LA UGEL
",UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - PICOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,614.19",30/09/2024,14/10/2024
"PERSONAL DE LIMPIEZA Y MANTENIMIENTO
",UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - TRES UNIDOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,264.19",30/09/2024,14/10/2024
"ESPECIALISTA LEGAL - SAN MARTIN (SEGUNDA CONVOCATORIA)
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-188,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ABOGADO REGISTRAL
",ZONA REGISTRAL NØ III SEDE MOYOBAMBA,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-13,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ESPECIALISTA EN RECURSOS HUMANOS
",UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,900.00",27/09/2024,11/10/2024
"ESPECIALISTA EN INFRAESTRUCTURA
",DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-13,1,"S/. 3,614.19",26/09/2024,10/10/2024
"ESPECIALISTA ADMINISTRATIVO I
",DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,276-1,1,S/. 980.00,26/09/2024,10/10/2024
"ESPECIALISTA EN MATERIA LEGAL
",GOBIERNO REGIONAL SAN MARTIN,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 4,650.00",25/09/2024,09/10/2024
"ABOGADO I
",MUNICIPALIDAD PROVINCIAL DE PICOTA,SAN MARTIN - PICOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",25/09/2024,09/10/2024
"MEDICO
",UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 5,200.00",25/09/2024,09/10/2024
"MEDICO
",UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 5,200.00",25/09/2024,09/10/2024
